id,メーカー,車種,自動車タイプ,ボディタイプ,駆動方式,価格帯(万円),排気量(cc),最新モデル,グレード・モデル,先進安全装備,燃費(km/L)電費(Wh/km)水素燃費(km/kg),燃料の種類,自動車税(円),乗車定員,中古相場(万円),サイズ(mm)
775,MITSUBISHI,eK SPACE,軽自動車,ハイトワゴン,4WD,1749000~1809500,659,2025_10,M,e-Assist,18.8,レギュラー,10800,4,-,3395×1475×1805
776,MITSUBISHI,eK SPACE,軽自動車,ハイトワゴン,4WD,1749000~1809500,659,2025_10,G,e-Assist,18.8,レギュラー,10800,4,-,3395×1475×1805
777,MITSUBISHI,eK Wagon,軽自動車,ハッチバック,2WD,1468500~1551000,659,2025_07,M,e-Assist,23.2,レギュラー,10800,4,47~168,3395×1475×1650
778,MITSUBISHI,eK Wagon,軽自動車,ハッチバック,2WD,1468500~1551000,659,2025_07,G,e-Assist,23.2,レギュラー,10800,4,47~168,3395×1475×1650
779,MITSUBISHI,eK Wagon,軽自動車,ハッチバック,4WD,1468500~1551000,659,2025_07,M,e-Assist,21,レギュラー,10800,4,47~168,3395×1475×1670
780,MITSUBISHI,eK Wagon,軽自動車,ハッチバック,4WD,1468500~1551000,659,2025_07,G,e-Assist,21,レギュラー,10800,4,47~168,3395×1475×1670
781,MITSUBISHI,eK クロス EV,軽自動車,ハイトワゴン,2WD,2568500~3131700,-,2025_07,P,e-Assist,124,電気 (BEV),10800,4,96~335,3395×1475×1655
782,MITSUBISHI,eK クロス EV,軽自動車,ハイトワゴン,2WD,2568500~3131700,-,2025_07,G,e-Assist,124,電気 (BEV),10800,4,96~335,3395×1475×1655
783,MITSUBISHI,eK クロス EV,軽自動車,ハイトワゴン,2WD,2568500~3131700,-,2025_07,G ビジネスパッケージ,e-Assist,124,電気 (BEV),10800,4,96~335,3395×1475×1655
784,MITSUBISHI,MINICAB EV,軽自動車,バン/トラック,2WD,2431000~2486000,-,2025_09,CD 20.0kWh 2シーター 急速充電機能付 (HLDDI),e-Assist,127,電気 (BEV),10800,2,32~218,3395×1475×1915
785,MITSUBISHI,MINICAB EV,軽自動車,バン/トラック,2WD,2431000~2486000,-,2025_09,CD 20.0kWh 4シーター 急速充電機能付 (HLDDG),e-Assist,127,電気 (BEV),10800,4,32~218,3395×1475×1915 
786,MITSUBISHI,MINICAB EV,軽自動車,バン/トラック,2WD,2431000~2486000,-,2025_09,CD 20.0kWh 2シーター 急速充電機能付 (HLDDH),e-Assist,127,電気 (BEV),10800,2,32~218,3395×1475×1915
787,MITSUBISHI,MINICAB EV,軽自動車,バン/トラック,2WD,2431000~2486000,-,2025_09,CD 20.0kWh 4シーター 急速充電機能付 (HLDDF),e-Assist,127,電気 (BEV),10800,4,32~218,3395×1475×1915
788,MITSUBISHI,アウトランダー,普通車,SUV,4WD,5294300~6625300,2359,2025_09,P Executive Package (XDXHZ),e-Assist,17.2,レギュラー (PHEV),43500,7,299~631,4720×1860×1750
789,MITSUBISHI,アウトランダー,普通車,SUV,4WD,5294300~6625300,2359,2025_09,P (XDUHZ),e-Assist,17.2,レギュラー (PHEV),43500,7,299~631,4720×1860×1750
790,MITSUBISHI,アウトランダー,普通車,SUV,4WD,5294300~6625300,2359,2025_09,M (XDSHZ),e-Assist,17.2,レギュラー (PHEV),43500,7,299~631,4720×1860×1750
791,MITSUBISHI,アウトランダー,普通車,SUV,4WD,5294300~6625300,2359,2025_09,P Executive Package (XDHHZ),e-Assist,17.6,レギュラー (PHEV),43500,5,299~631,4720×1860×1745
792,MITSUBISHI,アウトランダー,普通車,SUV,4WD,5294300~6625300,2359,2025_09,P (XDHHZ),e-Assist,17.6,レギュラー (PHEV),43500,5,299~631,4720×1860×1745
793,MITSUBISHI,アウトランダー,普通車,SUV,4WD,5294300~6625300,2359,2025_09,G (XDHHZ),e-Assist,17.6,レギュラー (PHEV),43500,5,299~631,4720×1860×1745
794,MITSUBISHI,アウトランダー,普通車,SUV,4WD,5294300~6625300,2359,2025_09,G (XDGHZ),e-Assist,17.6,レギュラー (PHEV),43500,5,299~631,4720×1860×1745
795,MITSUBISHI,TOWN BOX,軽自動車,バン/トラック,2WD,1921700~1995400,658,2025_08,G (LHCE),e-Assist,19.4,レギュラー,10800,4,57~284,3395×1475×1910
796,MITSUBISHI,TOWN BOX,軽自動車,バン/トラック,2WD,1921700~1995400,658,2025_08,Gスペシャル (LHDE),e-Assist,19.4,レギュラー,10800,4,57~284,3395×1475×1910
797,MITSUBISHI,TOWN BOX,軽自動車,バン/トラック,4WD,1921700~1995400,658,2025_08,G (LHCT),e-Assist,19.2,レギュラー,10800,4,57~284,3395×1475×1910
798,MITSUBISHI,TOWN BOX,軽自動車,バン/トラック,4WD,1921700~1995400,658,2025_08,Gスペシャル (LHDT),e-Assist,19.2,レギュラー,10800,4,57~284,3395×1475×1910
799,MITSUBISHI,TRITON,普通車,バン/トラック,4WD,4988500~5408700,2439,2025_11,GSR (JLPRD),e-Assist,11.3,ディーゼル,43500,5,443~766,5360×1930×1815
800,MITSUBISHI,TRITON,普通車,バン/トラック,4WD,4988500~5408700,2439,2025_11,GLS (JLHRD),e-Assist,11.3,ディーゼル,43500,5,443~766,5320×1865×1795
801,MITSUBISHI,TRITON,普通車,バン/トラック,4WD,4988500~5408700,2439,2025_11,BLACK Edition (JLHRD),e-Assist,11.3,ディーゼル,43500,5,443~766,5320×1865×1795
802,MAZDA,CAROL,軽自動車,ハッチバック,2WD,1222100~1614800,657,2025_07,C,サポカーS・ワイド,25.8,レギュラー,10800,4,79~139,3395×1475×1525
803,MAZDA,CAROL,軽自動車,ハッチバック,4WD,1222100~1614800,657,2025_07,C,サポカーS・ワイド,23.8,レギュラー,10800,4,79~139,3395×1475×1525
804,MAZDA,CAROL,軽自動車,ハッチバック,2WD,1222100~1614800,657,2025_07,G,サポカーS・ワイド,25.8,レギュラー,10800,4,79~139,3395×1475×1525
805,MAZDA,CAROL,軽自動車,ハッチバック,4WD,1222100~1614800,657,2025_07,G,サポカーS・ワイド,23.8,レギュラー,10800,4,79~139,3395×1475×1525
806,MAZDA,CAROL,軽自動車,ハッチバック,2WD,1222100~1614800,657,2025_07,HYBRID C,サポカーS・ワイド,28.2,レギュラー (HEV),10800,4,79~139,3395×1475×1525
807,MAZDA,CAROL,軽自動車,ハッチバック,4WD,1222100~1614800,657,2025_07,HYBRID C,サポカーS・ワイド,26.2,レギュラー (HEV),10800,4,79~139,3395×1475×1525
808,MAZDA,CAROL,軽自動車,ハッチバック,2WD,1222100~1614800,657,2025_07,HYBRID G,サポカーS・ワイド,28.2,レギュラー (HEV),10800,4,79~139,3395×1475×1525
809,MAZDA,CAROL,軽自動車,ハッチバック,4WD,1222100~1614800,657,2025_07,HYBRID G,サポカーS・ワイド,26.2,レギュラー (HEV),10800,4,79~139,3395×1475×1525
810,MAZDA,CX-30,普通車,SUV,2WD,2772000~3685000,1997,2025_04,20S i Selection,i-ACTIVSENSE,16.2,レギュラー (HEV),36000,5,145~354,4395×1795×1540
811,MAZDA,CX-30,普通車,SUV,4WD,2772000~3685000,1997,2025_04,20S i Selection,i-ACTIVSENSE,15.5,レギュラー (HEV),36000,5,145~354,4395×1795×1540
812,MAZDA,CX-30,普通車,SUV,2WD,2772000~3685000,1997,2025_04,20S Black Selection,i-ACTIVSENSE,16.2,レギュラー (HEV),36000,5,145~354,4395×1795×1540
813,MAZDA,CX-30,普通車,SUV,4WD,2772000~3685000,1997,2025_04,20S Black Selection,i-ACTIVSENSE,15.5,レギュラー (HEV),36000,5,145~354,4395×1795×1540
814,MAZDA,CX-30,普通車,SUV,2WD,2772000~3685000,1997,2025_04,20S Touring,i-ACTIVSENSE,16.2,レギュラー (HEV),36000,5,145~354,4395×1795×1540
815,MAZDA,CX-30,普通車,SUV,4WD,2772000~3685000,1997,2025_04,20S Touring,i-ACTIVSENSE,15.5,レギュラー (HEV),36000,5,145~354,4395×1795×1540
816,MAZDA,CX-30,普通車,SUV,2WD,2772000~3685000,1997,2025_04,20S Retro Sports Edition,i-ACTIVSENSE,16.2,レギュラー (HEV),36000,5,145~354,4395×1795×1540
817,MAZDA,CX-30,普通車,SUV,4WD,2772000~3685000,1997,2025_04,20S Retro Sports Edition,i-ACTIVSENSE,15.5,レギュラー (HEV),36000,5,145~354,4395×1795×1540
818,MAZDA,CX-30,普通車,SUV,2WD,2772000~3685000,1756,2025_04,XD S Package,i-ACTIVSENSE,20.2,ディーゼル,36000,5,145~354,4395×1795×1540
819,MAZDA,CX-30,普通車,SUV,4WD,2772000~3685000,1756,2025_04,XD S Package,i-ACTIVSENSE,19.2,ディーゼル,36000,5,145~354,4395×1795×1540
820,MAZDA,CX-30,普通車,SUV,2WD,2772000~3685000,1756,2025_04,XD Drive Edition,i-ACTIVSENSE,20.2,ディーゼル,36000,5,145~354,4395×1795×1540
821,MAZDA,CX-30,普通車,SUV,4WD,2772000~3685000,1756,2025_04,XD Drive Edition,i-ACTIVSENSE,19.2,ディーゼル,36000,5,145~354,4395×1795×1540
822,MAZDA,CX-30,普通車,SUV,2WD,2772000~3685000,1756,2025_04,XD Retro Sports Edition,i-ACTIVSENSE,20.2,ディーゼル,36000,5,145~354,4395×1795×1540
823,MAZDA,CX-30,普通車,SUV,4WD,2772000~3685000,1756,2025_04,XD Retro Sports Edition,i-ACTIVSENSE,19.2,ディーゼル,36000,5,145~354,4395×1795×1540
824,MAZDA,CX-3,普通車,SUV,2WD,2279200~3434200,1496,2025_04,15S Touring,i-ACTIVSENSE,17,レギュラー,30500,5,64~329,4275×1765×1550
825,MAZDA,CX-3,普通車,SUV,4WD,2279200~3434200,1496,2025_04,15S Touring,i-ACTIVSENSE,15.7,レギュラー,30500,5,64~329,4275×1765×1550
826,MAZDA,CX-3,普通車,SUV,2WD,2279200~3434200,1496,2025_04,15S Urban Dresser,i-ACTIVSENSE,17,レギュラー,30500,5,64~329,4275×1765×1550
827,MAZDA,CX-3,普通車,SUV,4WD,2279200~3434200,1496,2025_04,15S Urban Dresser,i-ACTIVSENSE,15.7,レギュラー,30500,5,64~329,4275×1765×1550
828,MAZDA,CX-3,普通車,SUV,2WD,2279200~3434200,1496,2025_04,15S Vivid Monotone,i-ACTIVSENSE,17,レギュラー,30500,5,64~329,4275×1765×1550
829,MAZDA,CX-3,普通車,SUV,4WD,2279200~3434200,1496,2025_04,15S Vivid Monotone,i-ACTIVSENSE,15.7,レギュラー,30500,5,64~329,4275×1765×1550
830,MAZDA,CX-3,普通車,SUV,2WD,2279200~3434200,1756,2025_04,XD Touring,i-ACTIVSENSE,20,ディーゼル,36000,5,64~329,4275×1765×1550
831,MAZDA,CX-3,普通車,SUV,4WD,2279200~3434200,1756,2025_04,XD Touring,i-ACTIVSENSE,19,ディーゼル,36000,5,64~329,4275×1765×1550
832,MAZDA,CX-3,普通車,SUV,2WD,2279200~3434200,1756,2025_04,XD Vivid Monotone,i-ACTIVSENSE,20,ディーゼル,36000,5,64~329,4275×1765×1550
833,MAZDA,CX-3,普通車,SUV,4WD,2279200~3434200,1756,2025_04,XD Vivid Monotone,i-ACTIVSENSE,19,ディーゼル,36000,5,64~329,4275×1765×1550
834,MAZDA,CX-5,普通車,SUV,2WD,2810500~4132700,1997,2025_03,20S i Selection,i-ACTIVSENSE,14.6,レギュラー,36000,5,103~461,4575×1845×1690
835,MAZDA,CX-5,普通車,SUV,4WD,2810500~4132700,1997,2025_03,20S i Selection,i-ACTIVSENSE,14,レギュラー,36000,5,103~461,4575×1845×1690
836,MAZDA,CX-5,普通車,SUV,2WD,2810500~4132700,1997,2025_03,20S Black Selection,i-ACTIVSENSE,14.6,レギュラー,36000,5,103~461,4575×1845×1690
837,MAZDA,CX-5,普通車,SUV,4WD,2810500~4132700,1997,2025_03,20S Black Selection,i-ACTIVSENSE,14,レギュラー,36000,5,103~461,4575×1845×1690
838,MAZDA,CX-5,普通車,SUV,2WD,2810500~4132700,2488,2025_03,25S Sports Appearance,i-ACTIVSENSE,14,レギュラー,43500,5,103~461,4575×1845×1690
839,MAZDA,CX-5,普通車,SUV,4WD,2810500~4132700,2488,2025_03,25S Sports Appearance,i-ACTIVSENSE,13.8,レギュラー,43500,5,103~461,4575×1845×1690
840,MAZDA,CX-5,普通車,SUV,2WD,2810500~4132700,2188,2025_03,XD i Selection,i-ACTIVSENSE,17.4,ディーゼル,43500,5,103~461,4575×1845×1690
841,MAZDA,CX-5,普通車,SUV,4WD,2810500~4132700,2188,2025_03,XD i Selection,i-ACTIVSENSE,16.6,ディーゼル,43500,5,103~461,4575×1845×1690
842,MAZDA,CX-5,普通車,SUV,2WD,2810500~4132700,2188,2025_03,XD Black Selection,i-ACTIVSENSE,17.4,ディーゼル,43500,5,103~461,4575×1845×1690
843,MAZDA,CX-5,普通車,SUV,4WD,2810500~4132700,2188,2025_03,XD Black Selection,i-ACTIVSENSE,16.6,ディーゼル,43500,5,103~461,4575×1845×1690
844,MAZDA,CX-5,普通車,SUV,2WD,2810500~4132700,2188,2025_03,XD Sports Appearance,i-ACTIVSENSE,17.4,ディーゼル,43500,5,103~461,4575×1845×1690
845,MAZDA,CX-5,普通車,SUV,4WD,2810500~4132700,2188,2025_03,XD Sports Appearance,i-ACTIVSENSE,16.6,ディーゼル,43500,5,103~461,4575×1845×1690 
846,MAZDA,CX-5,普通車,SUV,2WD,2810500~4132700,2188,2025_03,XD Drive Edition,i-ACTIVSENSE,17.4,ディーゼル,43500,5,103~461,4575×1845×1690
847,MAZDA,CX-5,普通車,SUV,4WD,2810500~4132700,2188,2025_03,XD Drive Edition,i-ACTIVSENSE,16.6,ディーゼル,43500,5,103~461,4575×1845×1690
848,MAZDA,CX-60,普通車,SUV,2WD,3267000~6462500,2488,2024_10,25S S Package,i-ACTIVSENSE,14.2,レギュラー,43500,5,237~586,4740×1890×1685
849,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,2488,2024_10,25S S Package,i-ACTIVSENSE,13.1,レギュラー,43500,5,237~586,4740×1890×1685
850,MAZDA,CX-60,普通車,SUV,2WD,3267000~6462500,2488,2024_10,25S L Package,i-ACTIVSENSE,14.2,レギュラー,43500,5,237~586,4740×1890×1685
851,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,2488,2024_10,25S L Package,i-ACTIVSENSE,13.1,レギュラー,43500,5,237~586,4740×1890×1685
852,MAZDA,CX-60,普通車,SUV,2WD,3267000~6462500,2488,2024_10,25S Exclusive Mode,i-ACTIVSENSE,14.2,レギュラー,43500,5,237~586,4740×1890×1685
853,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,2488,2024_10,25S Exclusive Mode,i-ACTIVSENSE,13,レギュラー,43500,5,237~586,4740×1890×1685
854,MAZDA,CX-60,普通車,SUV,2WD,3267000~6462500,3283,2024_10,XD Drive Edition,i-ACTIVSENSE,19.7,ディーゼル,57000,5,237~586,4740×1890×1685
855,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,3283,2024_10,XD Drive Edition,i-ACTIVSENSE,18.4,ディーゼル,57000,5,237~586,4740×1890×1685
856,MAZDA,CX-60,普通車,SUV,2WD,3267000~6462500,3283,2024_10,XD Drive Edition Nappa Leather Package,i-ACTIVSENSE,19.7,ディーゼル,57000,5,237~586,4740×1890×1685
857,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,3283,2024_10,XD Drive Edition Nappa Leather Package,i-ACTIVSENSE,18.4,ディーゼル,57000,5,237~586,4740×1890×1685
858,MAZDA,CX-60,普通車,SUV,2WD,3267000~6462500,3283,2024_10,XD Premium Sports,i-ACTIVSENSE,19.7,ディーゼル,57000,5,237~586,4740×1890×1685
859,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,3283,2024_10,XD Premium Sports,i-ACTIVSENSE,18.4,ディーゼル,57000,5,237~586,4740×1890×1685
860,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,3283,2024_10,XD-HYBRID Exclusive Sports,i-ACTIVSENSE,21,ディーゼル (HEV),57000,5,237~586,4740×1890×1685
861,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,3283,2024_10,XD-HYBRID Exclusive Modern,i-ACTIVSENSE,20.9,ディーゼル (HEV),57000,5,237~586,4740×1890×1685
862,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,3283,2024_10,XD-HYBRID Premium Sports,i-ACTIVSENSE,21,ディーゼル (HEV),57000,5,237~586,4740×1890×1685
863,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,3283,2024_10,XD-HYBRID Premium Modern,i-ACTIVSENSE,20.9,ディーゼル (HEV),57000,5,237~586,4740×1890×1685
864,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,3283,2024_10,XD-HYBRID Trekker,i-ACTIVSENSE,21.4,ディーゼル (HEV),57000,5,237~586,4740×1890×1685
865,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,2488,2024_10,PHEV L Package,i-ACTIVSENSE,14.3,レギュラー (PHEV),43500,5,237~586,4740×1890×1685
866,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,2488,2024_10,PHEV Premium Sports,i-ACTIVSENSE,14.3,レギュラー (PHEV),43500,5,237~586,4740×1890×1685
867,MAZDA,CX-60,普通車,SUV,4WD,3267000~6462500,2488,2024_10,PHEV Premium Modern,i-ACTIVSENSE,14.3,レギュラー (PHEV),43500,5,237~586,4740×1890×1685
868,MAZDA,CX-80,普通車,SUV,2WD,4759700~7122500,3283,2025_03,XD Drive Edition (6名),i-ACTIVSENSE,18.2,ディーゼル,57000,6,400~5366,4990×1890×1710
869,MAZDA,CX-80,普通車,SUV,2WD,4759700~7122500,3283,2025_03,XD Drive Edition (7名),i-ACTIVSENSE,18.2,ディーゼル,57000,7,400~5366,4990×1890×1710
870,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD Drive Edition (6名),i-ACTIVSENSE,16.7,ディーゼル,57000,6,400~5366,4990×1890×1710
871,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD Drive Edition (7名),i-ACTIVSENSE,16.7,ディーゼル,57000,7,400~5366,4990×1890×1710
872,MAZDA,CX-80,普通車,SUV,2WD,4759700~7122500,3283,2025_03,XD Drive Edition Nappa Leather Package (6名),i-ACTIVSENSE,18.2,ディーゼル,57000,6,400~5366,4990×1890×1710
873,MAZDA,CX-80,普通車,SUV,2WD,4759700~7122500,3283,2025_03,XD Drive Edition Nappa Leather Package (7名),i-ACTIVSENSE,18.2,ディーゼル,57000,7,400~5366,4990×1890×1710 
874,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD Drive Edition Nappa Leather Package (6名),i-ACTIVSENSE,16.7,ディーゼル,57000,6,400~5366,4990×1890×1710
875,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD Drive Edition Nappa Leather Package (7名),i-ACTIVSENSE,16.7,ディーゼル,57000,7,400~5366,4990×1890×1710 
876,MAZDA,CX-80,普通車,SUV,2WD,4759700~7122500,3283,2025_03,XD Premium Sports (6名),i-ACTIVSENSE,18.2,ディーゼル,57000,6,400~5366,4990×1890×1710
877,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD Premium Sports (6名),i-ACTIVSENSE,16.7,ディーゼル,57000,6,400~5366,4990×1890×1710 
878,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD-HYBRID Exclusive Sports (6名),i-ACTIVSENSE,19.1,ディーゼル (HEV),57000,6,400~5366,4990×1890×1710
879,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD-HYBRID Exclusive Sports (7名),i-ACTIVSENSE,19.1,ディーゼル (HEV),57000,7,400~5366,4990×1890×1710 
880,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD-HYBRID Exclusive Modern (6名),i-ACTIVSENSE,19,ディーゼル (HEV),57000,6,400~5366,4990×1890×1710
881,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD-HYBRID Exclusive Modern (7名),i-ACTIVSENSE,19,ディーゼル (HEV),57000,7,400~5366,4990×1890×1710
882,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD-HYBRID Premium Sports (6名),i-ACTIVSENSE,19,ディーゼル (HEV),57000,6,400~5366,4990×1890×1710
883,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,3283,2025_03,XD-HYBRID Premium Modern (6名),i-ACTIVSENSE,19,ディーゼル (HEV),57000,6,400~5366,4990×1890×1710
884,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,2488,2025_03,PHEV L Package (6名),i-ACTIVSENSE,12.9,レギュラー (PHEV),43500,6,400~5366,4990×1890×1710
885,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,2488,2025_03,PHEV Premium Sports (6名),i-ACTIVSENSE,12.9,レギュラー (PHEV),43500,6,400~5366,4990×1890×1710 
886,MAZDA,CX-80,普通車,SUV,4WD,4759700~7122500,2488,2025_03,PHEV Premium Modern (6名),i-ACTIVSENSE,12.9,レギュラー (PHEV),43500,6,400~5366,4990×1890×1710
887,MAZDA,FLAIR CROSSOVER,軽自動車,ハッチバック,2WD,1530100~2033900,657,2024_06,XG,サポカーS・ワイド,25,レギュラー (HEV),10800,4,64~215,3395×1475×1680
888,MAZDA,FLAIR CROSSOVER,軽自動車,ハッチバック,4WD,1530100~2033900,657,2024_06,XG,サポカーS・ワイド,23.4,レギュラー (HEV),10800,4,64~215,3395×1475×1680 
889,MAZDA,FLAIR CROSSOVER,軽自動車,ハッチバック,2WD,1530100~2033900,657,2024_06,XS,サポカーS・ワイド,25,レギュラー (HEV),10800,4,64~215,3395×1475×1680
890,MAZDA,FLAIR CROSSOVER,軽自動車,ハッチバック,4WD,1530100~2033900,657,2024_06,XS,サポカーS・ワイド,23.4,レギュラー (HEV),10800,4,64~215,3395×1475×1680 
891,MAZDA,FLAIR CROSSOVER,軽自動車,ハッチバック,2WD,1530100~2033900,657,2024_06,ZS,サポカーS・ワイド,25,レギュラー (HEV),10800,4,64~215,3395×1475×1680
892,MAZDA,FLAIR CROSSOVER,軽自動車,ハッチバック,4WD,1530100~2033900,657,2024_06,ZS,サポカーS・ワイド,23.4,レギュラー (HEV),10800,4,64~215,3395×1475×1680 
893,MAZDA,FLAIR CROSSOVER,軽自動車,ハッチバック,2WD,1530100~2033900,658,2024_06,XT,サポカーS・ワイド,22.6,レギュラー (HEV),10800,4,64~215,3395×1475×1680
